COLL_NOM,DELIB_ID,type,DELIB_DATE,DELIB_OBJET,DELIB_URL
Communauté de Communes des Pyrénées Audoises,DC_2025-034,Deliberation,2025-04-01,DC_2025-034_Subvention_association_journ+®es_foresti+¿res.pdf,https://www.pyreneesaudoises.fr/app/download/12234264391/DC_2025-034_Subvention_association_journ%2B%C2%AEes_foresti%2B%C2%BFres.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-035,Deliberation,2025-04-01,DC_2025-035_Subvention_association_Musique_en_Kercorb.pdf,https://www.pyreneesaudoises.fr/app/download/12234264491/DC_2025-035_Subvention_association_Musique_en_Kercorb.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-036,Deliberation,2025-04-01,DC_2025-036_Subvention_association_les_restos_du_coeur.pdf,https://www.pyreneesaudoises.fr/app/download/12234264591/DC_2025-036_Subvention_association_les_restos_du_coeur.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-037,Deliberation,2025-04-01,DC_2025-037_Subvention_association_parapente_en_PDS.pdf,https://www.pyreneesaudoises.fr/app/download/12234264691/DC_2025-037_Subvention_association_parapente_en_PDS.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-038,Deliberation,2025-04-01,DC_2025-038_Subvention_association_la_foul+®e_des_3_quilles.pdf,https://www.pyreneesaudoises.fr/app/download/12234264791/DC_2025-038_Subvention_association_la_foul%2B%C2%AEe_des_3_quilles.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-039,Deliberation,2025-04-01,DC_2025-039_Subvention_association_Chalabre_en_S+®r+®nade.pdf,https://www.pyreneesaudoises.fr/app/download/12234264891/DC_2025-039_Subvention_association_Chalabre_en_S%2B%C2%AEr%2B%C2%AEnade.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-040,Deliberation,2025-04-01,DC_2025-040_Subvention_association_l'Ortie.pdf,https://www.pyreneesaudoises.fr/app/download/12234264991/DC_2025-040_Subvention_association_l%27Ortie.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-041,Deliberation,2025-04-01,DC_2025-041_Subvention_association_Nashuar_Terre_vivante.pdf,https://www.pyreneesaudoises.fr/app/download/12234265091/DC_2025-041_Subvention_association_Nashuar_Terre_vivante.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-042,Deliberation,2025-04-01,DC_2025-042_Subvention_association_ACCES.pdf,https://www.pyreneesaudoises.fr/app/download/12234265191/DC_2025-042_Subvention_association_ACCES.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-043,Deliberation,2025-04-01,DC_2025-043_Subvention_association_Aude_cheval_nature.pdf,https://www.pyreneesaudoises.fr/app/download/12234265291/DC_2025-043_Subvention_association_Aude_cheval_nature.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-044,Deliberation,2025-04-01,DC_2025-044_Subvention_association_Petits_fr+¿res_des_pauvres.pdf,https://www.pyreneesaudoises.fr/app/download/12234265391/DC_2025-044_Subvention_association_Petits_fr%2B%C2%BFres_des_pauvres.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-045,Deliberation,2025-04-01,DC_2025-045_Subvention_association_Atout_Fruits.pdf,https://www.pyreneesaudoises.fr/app/download/12234265491/DC_2025-045_Subvention_association_Atout_Fruits.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-046,Deliberation,2025-04-01,DC_2025-046_Subvention_association_ASQ.pdf,https://www.pyreneesaudoises.fr/app/download/12234265591/DC_2025-046_Subvention_association_ASQ.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-047,Deliberation,2025-04-01,DC_2025-047_Subvention_association_l'Acroche_Notes.pdf,https://www.pyreneesaudoises.fr/app/download/12234265691/DC_2025-047_Subvention_association_l%27Acroche_Notes.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-048,Deliberation,2025-04-01,DC_2025-048_Subvention_association_Sport_en_PDS.pdf,https://www.pyreneesaudoises.fr/app/download/12234265791/DC_2025-048_Subvention_association_Sport_en_PDS.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-049,Deliberation,2025-04-01,DC_2025-049_Subvention_association_La_Claranda.pdf,https://www.pyreneesaudoises.fr/app/download/12234265891/DC_2025-049_Subvention_association_La_Claranda.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-050,Deliberation,2025-04-01,DC_2025-050_Subvention_association_Vegazik.pdf,https://www.pyreneesaudoises.fr/app/download/12234266191/DC_2025-050_Subvention_association_Vegazik.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-051,Deliberation,2025-04-01,DC_2025-051_Subvention_association_Ecole_de_musique_ADPMHVA.pdf,https://www.pyreneesaudoises.fr/app/download/12234266391/DC_2025-051_Subvention_association_Ecole_de_musique_ADPMHVA.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-052,Deliberation,2025-04-01,DC_2025-052_Subvention_association_CIVAM_sous_Pyr+®n+®en.pdf,https://www.pyreneesaudoises.fr/app/download/12234266491/DC_2025-052_Subvention_association_CIVAM_sous_Pyr%2B%C2%AEn%2B%C2%AEen.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-053,Deliberation,2025-04-01,DC_2025-053_Subvention_Foire_d'Espezel.pdf,https://www.pyreneesaudoises.fr/app/download/12234266591/DC_2025-053_Subvention_Foire_d%27Espezel.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-054,Deliberation,2025-04-01,DC_2025-054_Subvention_les_Papy_mob's.pdf,https://www.pyreneesaudoises.fr/app/download/12234266691/DC_2025-054_Subvention_les_Papy_mob%27s.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-055,Deliberation,2025-04-01,DC_2025-055_Subvention_association_Les_Hauts_de_l'Aude.pdf,https://www.pyreneesaudoises.fr/app/download/12234266791/DC_2025-055_Subvention_association_Les_Hauts_de_l%27Aude.pdf
Communauté de Communes des Pyrénées Audoises,DC_2025-056,Deliberation,2025-04-01,DC_2025-056_Subvention_association_ateliers_Lalande.pdf,https://www.pyreneesaudoises.fr/app/download/12234266891/DC_2025-056_Subvention_association_ateliers_Lalande.pdf
